"guid","DisplayName","Description","Category","Version","ResourceID"
"014664e7-e348-41a3-aeb9-566e4ff6a9df","Configure App Service app slots to use the latest TLS version","Periodically, newer versions are released for TLS either due to security flaws, include additional functionality, and enhance speed. Upgrade to the latest TLS version for App Service apps to take advantage of security fixes, if any, and/or new functionalities of the latest version.","App Service","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/014664e7-e348-41a3-aeb9-566e4ff6a9df"
"01524fa8-4555-48ce-ba5f-c3b8dcef5147","Microsoft Managed Control 1142 - Certification, Authorization, Security Assessment Policy And Procedures","Microsoft implements this Security Assessment and Authorization control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/01524fa8-4555-48ce-ba5f-c3b8dcef5147"
"015b4935-448a-8684-27c0-d13086356c33","Implement a threat awareness program","CMA_C1758 - Implement a threat awareness program","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/015b4935-448a-8684-27c0-d13086356c33"
"01910bab-8639-4bd0-84ef-cc53b24d79ba","Microsoft Managed Control 1099 - Security Training Records","Microsoft implements this Awareness and Training control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/01910bab-8639-4bd0-84ef-cc53b24d79ba"
"01ae60e2-38bb-0a32-7b20-d3a091423409","Implement system boundary protection","CMA_0328 - Implement system boundary protection","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/01ae60e2-38bb-0a32-7b20-d3a091423409"
"01c387ea-383d-4ca9-295a-977fab516b03","Authorize remote access to privileged commands","CMA_C1064 - Authorize remote access to privileged commands","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/01c387ea-383d-4ca9-295a-977fab516b03"
"01f7726b-db54-45c2-bcb5-9bd7a43796ee","Microsoft Managed Control 1285 - Telecommunications Services | Provider Contingency Plan","Microsoft implements this Contingency Planning control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/01f7726b-db54-45c2-bcb5-9bd7a43796ee"
"025992d6-7fee-4137-9bbf-2ffc39c0686c","Microsoft Managed Control 1709 - Security Functionality Verification","Microsoft implements this System and Information Integrity control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/025992d6-7fee-4137-9bbf-2ffc39c0686c"
"0277b2d5-6e6f-4d97-9929-a5c4eab56fd7","Enable logging by category group for Service Bus Namespaces (microsoft.servicebus/namespaces) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Service Bus Namespaces (microsoft.servicebus/namespaces).","Monitoring","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0277b2d5-6e6f-4d97-9929-a5c4eab56fd7"
"027cae1c-ec3e-4492-9036-4168d540c42a","Microsoft Managed Control 1052 - Session Lock","Microsoft implements this Access Control control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/027cae1c-ec3e-4492-9036-4168d540c42a"
"028bbd88-e9b5-461f-9424-a1b63a7bee1a","Configure a private DNS Zone ID for table groupID","Configure private DNS zone group to override the DNS resolution for a table groupID private endpoint.","Storage","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/028bbd88-e9b5-461f-9424-a1b63a7bee1a"
"02a5ed00-6d2e-4e97-9a98-46c32c057329","Microsoft Managed Control 1034 - Least Privilege","Microsoft implements this Access Control control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/02a5ed00-6d2e-4e97-9a98-46c32c057329"
"02a84be7-c304-421f-9bb7-5d2c26af54ad","[Deprecated]: Show audit results from Windows VMs on which the remote connection status does not match the specified one","This policy should only be used along with its corresponding deploy policy in an initiative. This definition allows Azure Policy to process the results of auditing Windows virtual machines on which the remote host connection status does not match the specified one. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol","Guest Configuration","1.0.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/02a84be7-c304-421f-9bb7-5d2c26af54ad"
"02aa841c-42e8-492f-a43d-1f2c67e58d41","Configure Azure Virtual Desktop workspaces with private endpoints","Private endpoints connect your virtual network to Azure services without a public IP address at the source or destination. By mapping private endpoints to your Azure Virtual Desktop resources, you can improve security and keep your data safe. Learn more at: https://aka.ms/avdprivatelink.","Desktop Virtualization","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/02aa841c-42e8-492f-a43d-1f2c67e58d41"
"02ce1b22-412a-4528-8630-c42146f917ed","Microsoft Managed Control 1623 - Boundary Protection","Microsoft implements this System and Communications Protection control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/02ce1b22-412a-4528-8630-c42146f917ed"
"02dd141a-a2b2-49a7-bcbd-ca31142f6211","Microsoft Managed Control 1515 - Personnel Termination","Microsoft implements this Personnel Security control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/02dd141a-a2b2-49a7-bcbd-ca31142f6211"
"02f64cac-bab0-4950-bb95-51f2d3970efa","Enable logging by category group for microsoft.timeseriesinsights/environments/eventsources to Event Hub","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to an Event Hub for microsoft.timeseriesinsights/environments/eventsources.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/02f64cac-bab0-4950-bb95-51f2d3970efa"
"03188d8f-1ae5-4fe1-974d-2d7d32ef937d","Microsoft Managed Control 1327 - Authenticator Management | Password-Based Authentication","Microsoft implements this Identification and Authentication control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03188d8f-1ae5-4fe1-974d-2d7d32ef937d"
"0367cfc4-90b3-46ba-a8a6-ddd5d3514878","[Preview]: Azure Security agent should be installed on your Windows Arc machines","Install the Azure Security agent on your Windows Arc machines in order to monitor your machines for security configurations and vulnerabilities. Results of the assessments can seen and managed in Azure Security Center.","Security Center","1.0.0-preview","/providers/Microsoft.Authorization/policyDefinitions/0367cfc4-90b3-46ba-a8a6-ddd5d3514878"
"03752212-103c-4ab8-a306-7e813022ca9d","Microsoft Managed Control 1229 - Information System Component Inventory | No Duplicate Accounting Of Components","Microsoft implements this Configuration Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03752212-103c-4ab8-a306-7e813022ca9d"
"037c0089-6606-2dab-49ad-437005b5035f","Identify incident response personnel","CMA_0301 - Identify incident response personnel","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/037c0089-6606-2dab-49ad-437005b5035f"
"037eea7a-bd0a-46c5-9a66-03aea78705d3","Azure AI Services resources should restrict network access","By restricting network access, you can ensure that only allowed networks can access the service. This can be achieved by configuring network rules so that only applications from allowed networks can access the Azure AI service.","Azure Ai Services","3.2.0","/providers/Microsoft.Authorization/policyDefinitions/037eea7a-bd0a-46c5-9a66-03aea78705d3"
"03996055-37a4-45a5-8b70-3f1caa45f87d","Microsoft Managed Control 1123 - Audit Review, Analysis, And Reporting | Audit Level Adjustment","Microsoft implements this Audit and Accountability control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03996055-37a4-45a5-8b70-3f1caa45f87d"
"03a087c0-b49f-4440-9ae5-013703eccc8c","Enable logging by category group for Event Grid Domains (microsoft.eventgrid/domains) to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for Event Grid Domains (microsoft.eventgrid/domains).","Monitoring","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/03a087c0-b49f-4440-9ae5-013703eccc8c"
"03ad326e-d7a1-44b1-9a76-e17492efc9e4","Microsoft Managed Control 1474 - Emergency Power | Long-Term Alternate Power Supply - Minimal Operational Capability","Microsoft implements this Physical and Environmental Protection control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03ad326e-d7a1-44b1-9a76-e17492efc9e4"
"03b6427e-6072-4226-4bd9-a410ab65317e","Design an access control model","CMA_0129 - Design an access control model","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/03b6427e-6072-4226-4bd9-a410ab65317e"
"03b78f5e-4877-4303-b0f4-eb6583f25768","Microsoft Managed Control 1227 - Information System Component Inventory | Automated Unauthorized Component Detection","Microsoft implements this Configuration Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03b78f5e-4877-4303-b0f4-eb6583f25768"
"03d550b4-34ee-03f4-515f-f2e2faf7a413","Review access control policies and procedures","CMA_0457 - Review access control policies and procedures","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/03d550b4-34ee-03f4-515f-f2e2faf7a413"
"03ed3be1-7276-4452-9a5d-e4168565ac67","Microsoft Managed Control 1361 - Incident Handling","Microsoft implements this Incident Response control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/03ed3be1-7276-4452-9a5d-e4168565ac67"
"040732e8-d947-40b8-95d6-854c95024bf8","Azure Kubernetes Service Private Clusters should be enabled","Enable the private cluster feature for your Azure Kubernetes Service cluster to ensure network traffic between your API server and your node pools remains on the private network only. This is a common requirement in many regulatory and industry compliance standards.","Kubernetes","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/040732e8-d947-40b8-95d6-854c95024bf8"
"041e904a-33e5-45fd-b3f6-4ac95f1f8761","Enable logging by category group for microsoft.devices/provisioningservices to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for microsoft.devices/provisioningservices.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/041e904a-33e5-45fd-b3f6-4ac95f1f8761"
"041fdf14-0dd4-4ce0-83ff-de5456be0c85","Enable logging by category group for Azure Database for MySQL servers (microsoft.dbformysql/servers) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Azure Database for MySQL servers (microsoft.dbformysql/servers).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/041fdf14-0dd4-4ce0-83ff-de5456be0c85"
"042ba2a1-8bb8-45f4-b080-c78cf62b90e9","Microsoft Managed Control 1594 - Developer Configuration Management","Microsoft implements this System and Services Acquisition control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/042ba2a1-8bb8-45f4-b080-c78cf62b90e9"
"043c1e56-5a16-52f8-6af8-583098ff3e60","Create a data inventory","CMA_0096 - Create a data inventory","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/043c1e56-5a16-52f8-6af8-583098ff3e60"
"04408ca5-aa10-42ce-8536-98955cdddd4c","Azure Kubernetes Service Clusters should enable node os auto-upgrade","AKS node OS auto-upgrade controls node-level OS security updates. Learn more at: https://learn.microsoft.com/en-us/azure/aks/auto-upgrade-node-image.","Kubernetes","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/04408ca5-aa10-42ce-8536-98955cdddd4c"
"0447bc18-e2f7-4c0d-aa20-bff034275be1","Audit Linux machines that have the specified applications installed","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the Chef InSpec resource indicates that one or more of the packages provided by the parameter are installed.","Guest Configuration","4.2.0","/providers/Microsoft.Authorization/policyDefinitions/0447bc18-e2f7-4c0d-aa20-bff034275be1"
"044985bb-afe1-42cd-8a36-9d5d42424537","Storage account keys should not be expired","Ensure the user storage account keys are not expired when key expiration policy is set, for improving security of account keys by taking action when the keys are expired.","Storage","3.0.0","/providers/Microsoft.Authorization/policyDefinitions/044985bb-afe1-42cd-8a36-9d5d42424537"
"0461cacd-0b3b-4f66-11c5-81c9b19a3d22","Verify inaccurate or outdated PII","CMA_C1823 - Verify inaccurate or outdated PII","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0461cacd-0b3b-4f66-11c5-81c9b19a3d22"
"0471c6b7-1588-701c-2713-1fade73b75f6","Display an explicit logout message","CMA_C1056 - Display an explicit logout message","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0471c6b7-1588-701c-2713-1fade73b75f6"
"04726aae-4e8d-427c-af7d-ecf56d490022","[Preview]: Configure Azure Recovery Services vaults to disable public network access","Disable public network access for your Recovery services vault so that it's not accessible over the public internet. This can reduce data leakage risks. Learn more at: https://aka.ms/AB-PublicNetworkAccess-Deny.","Backup","1.0.0-preview","/providers/Microsoft.Authorization/policyDefinitions/04726aae-4e8d-427c-af7d-ecf56d490022"
"0473574d-2d43-4217-aefe-941fcdf7e684","Azure Cosmos DB allowed locations","This policy enables you to restrict the locations your organization can specify when deploying Azure Cosmos DB resources. Use to enforce your geo-compliance requirements.","Cosmos DB","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0473574d-2d43-4217-aefe-941fcdf7e684"
"04754ef9-9ae3-4477-bf17-86ef50026304","Configure SQL Virtual Machines to automatically install Microsoft Defender for SQL and DCR with a user-defined LA workspace","Microsoft Defender for SQL collects events from the agent and uses them to provide security alerts and tailored hardening tasks (recommendations). Create a resource group and a Data Collection Rule in the same region as the user-defined Log Analytics workspace.","Security Center","1.6.0","/providers/Microsoft.Authorization/policyDefinitions/04754ef9-9ae3-4477-bf17-86ef50026304"
"048248b0-55cd-46da-b1ff-39efd52db260","[Deprecated]: SQL managed instances should use customer-managed keys to encrypt data at rest","This policy is deprecated. Please use /providers/Microsoft.Authorization/policyDefinitions/ac01ad65-10e5-46df-bdd9-6b0cad13e1d2 instead","SQL","1.0.2-deprecated","/providers/Microsoft.Authorization/policyDefinitions/048248b0-55cd-46da-b1ff-39efd52db260"
"04837a26-2601-1982-3da7-bf463e6408f4","Develop configuration management plan","CMA_C1232 - Develop configuration management plan","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/04837a26-2601-1982-3da7-bf463e6408f4"
"04b3e7f6-4841-888d-4799-cda19a0084f6","Document and implement wireless access guidelines","CMA_0190 - Document and implement wireless access guidelines","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/04b3e7f6-4841-888d-4799-cda19a0084f6"
"04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","Monitoring","1.0.2-preview","/providers/Microsoft.Authorization/policyDefinitions/04c4380f-3fae-46e8-96c9-30193528f602"
"04c655fe-0ac7-48ae-9a32-3a2e208c7624","Shared dashboards should not have markdown tiles with inline content","Disallow creating a shared dashboard that has inline content in markdown tiles and enforce that the content should be stored as a markdown file that's hosted online. If you use inline content in the markdown tile, you cannot manage encryption of the content. By configuring your own storage, you can encrypt, double encrypt and even bring your own keys. Enabling this policy restricts users to use 2020-09-01-preview or above version of shared dashboards REST API.","Portal","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/04c655fe-0ac7-48ae-9a32-3a2e208c7624"
"04d53d87-841c-4f23-8a5b-21564380b55e","Deploy Diagnostic Settings for Service Bus to Log Analytics workspace","Deploys the diagnostic settings for Service Bus to stream to a regional Log Analytics workspace when any Service Bus which is missing this diagnostic settings is created or updated.","Monitoring","2.1.0","/providers/Microsoft.Authorization/policyDefinitions/04d53d87-841c-4f23-8a5b-21564380b55e"
"04f5fb00-80bb-48a9-a75b-4cb4d4c97c36","Microsoft Managed Control 1572 - Acquisitions Process","Microsoft implements this System and Services Acquisition control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/04f5fb00-80bb-48a9-a75b-4cb4d4c97c36"
"0509e2d8-d657-4563-a7c8-b88b9180a6e8","Enable logging by category group for microsoft.community/communitytrainings to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for microsoft.community/communitytrainings.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0509e2d8-d657-4563-a7c8-b88b9180a6e8"
"050a90d5-7cce-483f-8f6c-0df462036dda","Configure Linux Virtual Machine Scale Sets to be associated with a Data Collection Rule or a Data Collection Endpoint","Deploy Association to link Linux virtual machine scale sets to the specified Data Collection Rule or the specified Data Collection Endpoint. The list of locations and OS images are updated over time as support is increased.","Monitoring","4.3.0","/providers/Microsoft.Authorization/policyDefinitions/050a90d5-7cce-483f-8f6c-0df462036dda"
"051cba44-2429-45b9-9649-46cec11c7119","Azure API for FHIR should use a customer-managed key to encrypt data at rest","Use a customer-managed key to control the encryption at rest of the data stored in Azure API for FHIR when this is a regulatory or compliance requirement. Customer-managed keys also deliver double encryption by adding a second layer of encryption on top of the default one done with service-managed keys.","API for FHIR","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/051cba44-2429-45b9-9649-46cec11c7119"
"052c180e-287d-44c3-86ef-01aeae2d9774","Configure virtual networks to enforce workspace, storage account and retention interval for Flow logs and Traffic Analytics","If a virtual network already has traffic analytics enabled, then, this policy will overwrite its existing settings with the ones provided during policy creation. Traffic analytics is a cloud-based solution that provides visibility into user and application activity in cloud networks.","Network","1.1.2","/providers/Microsoft.Authorization/policyDefinitions/052c180e-287d-44c3-86ef-01aeae2d9774"
"053d3325-282c-4e5c-b944-24faffd30d77","Deploy Log Analytics extension for Linux VMs. See deprecation notice below","Deploy Log Analytics extension for Linux VMs if the VM Image (OS) is in the list defined and the extension is not installed. Deprecation notice: The Log Analytics agent is on a deprecation path and won't be supported after August 31, 2024. You must migrate to the replacement 'Azure Monitor agent' prior to that date","Monitoring","3.0.0","/providers/Microsoft.Authorization/policyDefinitions/053d3325-282c-4e5c-b944-24faffd30d77"
"05460fe2-301f-4ed1-8174-d62c8bb92ff4","Microsoft Managed Control 1331 - Authenticator Management | Password-Based Authentication","Microsoft implements this Identification and Authentication control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/05460fe2-301f-4ed1-8174-d62c8bb92ff4"
"055aa869-bc98-4af8-bafc-23f1ab6ffe2c","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deploy Azure Web Application Firewall (WAF) in front of public facing web applications for additional inspection of incoming traffic. Web Application Firewall (WAF) provides centralized protection of your web applications from common exploits and vulnerabilities such as SQL injections, Cross-Site Scripting, local and remote file executions. You can also restrict access to your web applications by countries, IP address ranges, and other http(s) parameters via custom rules.","Network","1.0.2","/providers/Microsoft.Authorization/policyDefinitions/055aa869-bc98-4af8-bafc-23f1ab6ffe2c"
"055da733-55c6-9e10-8194-c40731057ec4","Develop and maintain a vulnerability management standard","CMA_0152 - Develop and maintain a vulnerability management standard","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/055da733-55c6-9e10-8194-c40731057ec4"
"0564d078-92f5-4f97-8398-b9f58a51f70b","Private endpoint should be enabled for PostgreSQL servers","Private endpoint connections enforce secure communication by enabling private connectivity to Azure Database for PostgreSQL. Configure a private endpoint connection to enable access to traffic coming only from known networks and prevent access from all other IP addresses, including within Azure.","SQL","1.0.2","/providers/Microsoft.Authorization/policyDefinitions/0564d078-92f5-4f97-8398-b9f58a51f70b"
"056a723b-4946-9d2a-5243-3aa27c4d31a1","Satisfy token quality requirements","CMA_0487 - Satisfy token quality requirements","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/056a723b-4946-9d2a-5243-3aa27c4d31a1"
"057d6cfe-9c4f-4a6d-bc60-14420ea1f1a9","[Deprecated]: Vulnerability Assessment settings for SQL server should contain an email address to receive scan reports","This policy is deprecated. The policy ensures that an email address is provided for the 'Send scan reports to' field in the Vulnerability Assessment settings. This email address receives scan result summary after a periodic scan runs on SQL servers.","SQL","2.0.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/057d6cfe-9c4f-4a6d-bc60-14420ea1f1a9"
"057ef27e-665e-4328-8ea3-04b3122bd9fb","Resource logs in Azure Data Lake Store should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Data Lake","5.0.0","/providers/Microsoft.Authorization/policyDefinitions/057ef27e-665e-4328-8ea3-04b3122bd9fb"
"058e9719-1ff9-3653-4230-23f76b6492e0","Enforce security configuration settings","CMA_0249 - Enforce security configuration settings","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/058e9719-1ff9-3653-4230-23f76b6492e0"
"05938e10-cdbd-4a54-9b2b-1cbcfc141ad0","Microsoft Managed Control 1132 - Protection Of Audit Information | Audit Backup On Separate Physical Systems / Components","Microsoft implements this Audit and Accountability control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/05938e10-cdbd-4a54-9b2b-1cbcfc141ad0"
"059e6dd0-544a-4c93-abad-b3ad77667339","Enable logging by category group for Host pools (microsoft.desktopvirtualization/hostpools) to Event Hub","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to an Event Hub for Host pools (microsoft.desktopvirtualization/hostpools).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/059e6dd0-544a-4c93-abad-b3ad77667339"
"05a1bb01-ad5a-49c1-aad3-b0c893b2ec3a","Microsoft Managed Control 1223 - Information System Component Inventory","Microsoft implements this Configuration Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/05a1bb01-ad5a-49c1-aad3-b0c893b2ec3a"
"05a289ce-6a20-4b75-a0f3-dc8601b6acd0","Microsoft Managed Control 1640 - Transmission Confidentiality And Integrity","Microsoft implements this System and Communications Protection control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/05a289ce-6a20-4b75-a0f3-dc8601b6acd0"
